W,R,AB,H,doubles,triples,HR,BB,SO,SB,CS,RA,ER,CG,IPouts,HA,HRA,BBA,SOA,E,DP,FP,attendance,singles,OBP,net_points
77,682,5537,1387,266,23,159,550,1036.0,81.0,44.0,753,663,19,4380,1471,113,598,1034,153,153.0,0.975,2198231.0,939,0.31821915557746017,-71
96,780,5536,1458,265,40,163,561,933.0,129.0,39.0,682,626,18,4320,1346,124,541,954,93,109.0,0.985,4028318.0,990,0.3311464654748237,98
104,767,5515,1444,239,29,169,560,946.0,125.0,48.0,559,508,18,4365,1297,101,480,1036,108,146.0,0.983,3884720.0,1007,0.3298765432098765,208
85,786,5508,1470,287,24,157,655,930.0,73.0,54.0,745,691,21,4326,1427,153,579,900,100,171.0,0.9840000000000001,3644965.0,1002,0.34479961057926334,41
80,686,5496,1451,319,29,114,508,871.0,73.0,38.0,698,608,9,4356,1379,127,552,997,122,155.0,0.98,2422021.0,989,0.32628247834776813,-12
94,776,5483,1454,228,44,162,604,834.0,106.0,57.0,664,598,16,4362,1398,125,566,974,112,153.0,0.982,2581091.0,1020,0.3380975850172499,112
84,738,5627,1521,259,32,161,446,923.0,100.0,43.0,739,673,8,4347,1514,153,470,905,115,162.0,0.982,2653763.0,1069,0.32389263955211595,-1
73,722,5517,1457,261,28,137,485,1025.0,142.0,59.0,785,719,11,4302,1510,158,508,996,120,133.0,0.98,2453232.0,1031,0.32355881372875706,-63
76,790,5619,1547,264,31,141,488,843.0,159.0,55.0,813,735,7,4335,1591,182,591,888,148,174.0,0.976,2177908.0,1111,0.33322416898640905,-23
85,899,5620,1546,282,38,178,765,1122.0,104.0,63.0,837,742,11,4308,1547,188,542,828,132,148.0,0.9790000000000001,1971421.0,1048,0.3619420516836335,62
85,716,5464,1459,288,37,138,497,911.0,103.0,60.0,630,559,18,4323,1363,117,476,1056,125,141.0,0.9790000000000001,2084618.0,996,0.32813286361348765,86
84,675,5522,1455,294,35,125,428,936.0,100.0,75.0,694,649,16,4335,1379,105,571,985,96,150.0,0.9840000000000001,1934578.0,1001,0.3164705882352941,-19
81,675,5588,1458,234,28,130,492,937.0,126.0,61.0,662,572,17,4416,1406,103,567,1043,132,141.0,0.9790000000000001,3170393.0,1066,0.3207236842105263,13
71,693,5601,1480,261,27,121,493,850.0,83.0,59.0,830,756,5,4332,1591,148,514,901,100,160.0,0.9840000000000001,2048673.0,1071,0.3237610764686577,-137
88,821,5615,1568,294,24,178,629,910.0,39.0,35.0,761,695,11,4314,1467,170,552,899,101,166.0,0.9840000000000001,2416942.0,1072,0.35185778347213326,60
59,672,5448,1350,228,37,158,448,879.0,79.0,50.0,744,647,16,4314,1483,139,434,867,156,143.0,0.975,1873183.0,927,0.3049525101763908,-72
68,715,5543,1408,260,21,158,622,1048.0,131.0,59.0,846,791,8,4356,1551,157,680,864,111,161.0,0.982,2035025.0,969,0.32927818329278186,-131
97,877,5685,1555,297,51,156,665,1049.0,91.0,32.0,740,646,24,4416,1419,129,573,1117,141,123.0,0.977,3137674.0,1051,0.34960629921259845,137
75,707,5549,1482,267,50,110,536,972.0,92.0,55.0,806,766,12,4335,1557,153,485,832,105,161.0,0.983,1650593.0,1055,0.3316351684470008,-99
61,679,5503,1386,239,28,153,443,1046.0,92.0,41.0,772,675,8,4311,1470,148,558,957,160,129.0,0.9740000000000001,1375432.0,966,0.3076017490750084,-93
82,734,5494,1429,272,24,161,624,901.0,91.0,68.0,731,678,22,4359,1421,135,605,1083,90,173.0,0.985,2052638.0,972,0.33556717881660675,3
103,808,5557,1534,269,33,168,516,930.0,120.0,65.0,636,584,4,4368,1385,168,442,982,101,169.0,0.9840000000000001,2606354.0,1064,0.3375596904330644,172
87,758,5551,1508,262,34,118,588,882.0,153.0,72.0,744,660,5,4359,1553,152,383,775,159,157.0,0.975,2844977.0,1094,0.34142368463919204,14
86,835,5510,1472,284,39,181,483,984.0,113.0,67.0,751,684,20,4314,1476,144,562,957,130,145.0,0.9790000000000001,2244616.0,968,0.3262139162356082,84
95,847,5579,1556,317,42,159,588,861.0,170.0,49.0,742,674,11,4323,1441,134,620,1023,107,144.0,0.982,4057947.0,1038,0.3476568834117075,105
96,773,5614,1514,264,28,197,530,1032.0,83.0,43.0,648,578,14,4407,1372,120,451,1245,130,143.0,0.98,2901242.0,1025,0.3326822916666667,125
88,949,5689,1557,299,29,257,645,915.0,76.0,40.0,903,840,13,4404,1604,209,597,1047,97,173.0,0.9840000000000001,3646950.0,972,0.3476476160404168,46
85,928,5756,1631,308,31,209,642,1020.0,91.0,44.0,921,810,17,4374,1606,185,722,1165,135,152.0,0.978,2315231.0,1083,0.3552672710221944,7
85,898,5644,1586,284,33,195,701,927.0,105.0,41.0,794,735,7,4383,1529,174,616,1039,109,145.0,0.982,1676403.0,1074,0.360441292356186,104
76,772,5531,1388,267,19,175,523,1090.0,108.0,50.0,771,705,10,4368,1447,184,546,1027,104,147.0,0.983,2219110.0,927,0.31565906838453917,1
81,778,5455,1398,259,36,191,604,1134.0,171.0,63.0,773,694,6,4329,1447,167,591,1089,121,145.0,0.98,1861428.0,912,0.3304175606535732,5
99,952,5681,1665,335,23,218,671,844.0,160.0,50.0,769,702,13,4356,1530,173,484,1033,124,156.0,0.98,3318174.0,1089,0.3677581863979849,183
53,783,5530,1413,257,21,204,546,1268.0,87.0,50.0,1103,1015,10,4296,1699,241,784,957,135,157.0,0.978,1168610.0,931,0.32241606319947336,-320
82,753,5508,1445,297,29,129,554,1057.0,180.0,63.0,792,704,13,4341,1541,154,539,1163,138,130.0,0.978,1975888.0,990,0.3297591553942593,-39
75,746,5542,1477,286,38,123,529,943.0,195.0,85.0,786,733,17,4350,1563,176,460,926,111,184.0,0.982,1435997.0,1030,0.33042332399934116,-40
90,703,5538,1396,215,33,150,516,1190.0,124.0,40.0,652,567,6,4398,1378,125,534,1212,125,143.0,0.98,3188454.0,998,0.31582424843078954,51
78,877,5673,1633,332,47,118,576,958.0,143.0,53.0,900,847,13,4317,1561,233,581,959,94,142.0,0.9840000000000001,1437352.0,1136,0.3534965594495119,-23
92,871,5628,1621,293,28,162,632,909.0,96.0,46.0,787,744,6,4320,1469,143,610,1139,91,146.0,0.985,2250877.0,1138,0.3599041533546326,84
71,746,5618,1515,267,47,147,445,1069.0,97.0,48.0,779,675,10,4320,1517,159,532,999,157,163.0,0.975,1588323.0,1054,0.3232723074385618,-33
78,861,5630,1492,283,21,243,640,1114.0,58.0,35.0,900,841,7,4368,1638,205,644,884,102,195.0,0.9840000000000001,1148380.0,945,0.3400318979266348,-39
67,650,5499,1405,249,39,132,536,1092.0,117.0,41.0,790,710,12,4269,1463,160,510,1044,115,145.0,0.981,1801677.0,985,0.3216238608119304,-140
73,776,5665,1509,319,33,138,510,989.0,126.0,49.0,833,750,5,4360,1602,183,479,1044,128,144.0,0.98,1332150.0,1019,0.32696356275303645,-57
91,771,5655,1499,285,24,147,601,1014.0,109.0,55.0,682,617,5,4467,1395,138,506,1194,118,136.0,0.981,2187886.0,1043,0.3356777493606138,89
85,993,5668,1625,343,19,245,670,1052.0,90.0,39.0,895,828,4,4293,1562,216,605,1000,110,155.0,0.981,2723850.0,1018,0.36210160934048596,98
68,752,5533,1400,245,21,153,615,1189.0,113.0,53.0,862,756,9,4326,1520,194,570,997,134,165.0,0.978,1413922.0,981,0.3277488614183474,-110
88,759,5502,1468,281,31,142,495,1089.0,149.0,58.0,706,642,13,4356,1380,173,539,1050,125,139.0,0.98,2654718.0,1014,0.327330331832583,53
90,928,5702,1622,323,32,221,660,1041.0,83.0,26.0,799,750,19,4347,1569,168,582,976,87,150.0,0.986,2889020.0,1046,0.3586922351461804,129
74,766,5599,1451,302,35,177,529,1105.0,116.0,38.0,809,735,19,4335,1476,187,610,1033,110,187.0,0.982,2559573.0,937,0.32310704960835507,-43
101,791,5528,1490,268,37,174,597,1160.0,108.0,58.0,581,518,21,4395,1319,111,450,1196,114,136.0,0.982,3464488.0,1011,0.340734693877551,210
98,812,5584,1498,264,22,196,586,952.0,63.0,26.0,681,635,8,4383,1404,164,563,1139,97,148.0,0.9840000000000001,3711132.0,1016,0.33776337115072935,131
78,851,5781,1684,373,32,185,514,1044.0,68.0,48.0,857,785,7,4355,1567,149,610,987,136,179.0,0.978,2226136.0,1094,0.34916600476568704,-6
80,779,5491,1498,260,28,158,569,901.0,106.0,52.0,833,749,6,4266,1505,175,575,961,125,131.0,0.978,1864782.0,1052,0.3410891089108911,-54
68,687,5489,1444,269,39,127,451,1003.0,116.0,60.0,759,705,6,4287,1451,185,590,1072,115,117.0,0.98,2190308.0,1009,0.31902356902356904,-72
76,651,5484,1386,269,27,142,518,1113.0,190.0,67.0,764,712,5,4347,1408,173,558,1159,106,129.0,0.982,1785788.0,948,0.3172275908030656,-113
86,868,5556,1589,301,22,220,617,955.0,118.0,59.0,815,749,4,4275,1528,181,575,1036,108,159.0,0.983,3404750.0,1046,0.3573627085695772,53
79,784,5481,1415,268,32,176,578,1164.0,161.0,72.0,790,732,13,4335,1476,178,552,982,91,146.0,0.985,1365157.0,939,0.3289321670242614,-6
84,777,5502,1427,314,40,133,633,1085.0,171.0,74.0,660,595,16,4377,1379,134,511,1138,131,169.0,0.9790000000000001,2046781.0,940,0.33577832110839445,117
67,747,5599,1478,256,35,158,561,1061.0,130.0,66.0,820,755,11,4329,1530,186,531,961,88,168.0,0.985,1517638.0,1029,0.3310064935064935,-73
88,742,5544,1488,242,33,174,498,1079.0,131.0,64.0,645,588,6,4377,1325,163,546,1232,116,104.0,0.981,3319504.0,1039,0.3286991062562066,97
68,772,5634,1522,305,40,132,495,1121.0,151.0,52.0,861,800,10,4302,1596,187,495,908,100,170.0,0.983,1411064.0,1045,0.3290912057431881,-89
96,891,5710,1636,325,23,161,676,954.0,99.0,58.0,688,626,11,4401,1463,144,532,1165,105,156.0,0.983,2580325.0,1127,0.3620419668023802,203
88,777,5524,1448,274,28,153,550,1029.0,97.0,74.0,709,640,7,4377,1452,160,504,982,117,165.0,0.982,1766174.0,993,0.3289430358906816,68
65,764,5589,1451,274,23,197,642,1181.0,71.0,36.0,946,881,2,4335,1734,197,642,953,121,170.0,0.98,1264218.0,957,0.3359011394639705,-182
68,668,5443,1390,290,35,116,519,1032.0,92.0,56.0,840,768,13,4260,1441,171,616,1209,105,134.0,0.982,1490638.0,949,0.3201945655820195,-172
79,725,5503,1440,291,52,129,481,1161.0,160.0,50.0,760,683,6,4308,1503,143,560,1080,131,149.0,0.9790000000000001,1657022.0,968,0.3210227272727273,-35
76,795,5609,1519,275,16,152,604,1129.0,140.0,60.0,891,804,5,4350,1581,172,596,1059,125,132.0,0.98,2089333.0,1076,0.3417028810558506,-96
90,925,5614,1574,312,21,264,626,1110.0,89.0,40.0,833,770,9,4341,1500,192,598,1207,123,143.0,0.98,3192237.0,977,0.3525641025641026,92
90,784,5485,1415,266,37,172,642,1120.0,121.0,49.0,793,709,5,4338,1494,160,578,1044,120,157.0,0.98,1690869.0,940,0.3357271095152603,-9
73,689,5524,1409,269,39,144,543,1191.0,164.0,60.0,708,631,5,4367,1422,124,536,1130,123,156.0,0.98,2634014.0,957,0.3217405637052909,-19
77,807,5651,1547,311,27,187,500,1116.0,72.0,37.0,823,744,8,4289,1598,169,541,925,122,155.0,0.981,2945228.0,1022,0.33279141602991386,-16
76,654,5473,1333,275,41,147,487,1138.0,134.0,50.0,694,628,19,4326,1453,167,497,1150,97,150.0,0.983,2589297.0,870,0.3053691275167785,-40
106,826,5484,1489,297,26,215,548,1062.0,98.0,43.0,581,519,24,4315,1291,117,467,1232,91,139.0,0.985,3360860.0,951,0.33769893899204245,245
79,817,5565,1520,303,11,214,593,903.0,86.0,48.0,785,752,16,4293,1505,169,535,1065,81,144.0,0.987,3684650.0,992,0.3431308866515102,32
92,876,5601,1568,338,35,205,541,1049.0,72.0,39.0,729,669,5,4308,1406,168,504,1025,105,128.0,0.983,2314704.0,990,0.3433734939759036,147
80,861,5585,1516,291,38,198,551,916.0,127.0,46.0,931,837,8,4315,1569,211,580,911,140,161.0,0.977,1391146.0,989,0.336864406779661,-70
90,831,5649,1494,250,34,212,601,1223.0,65.0,44.0,792,739,7,4431,1528,180,575,1207,101,107.0,0.9840000000000001,2623194.0,998,0.3352,39
77,750,5496,1441,298,28,138,608,1107.0,95.0,42.0,760,711,6,4323,1400,170,573,1098,122,142.0,0.98,1793649.0,977,0.33568152031454784,-10
89,850,5616,1530,334,30,198,630,1061.0,143.0,60.0,779,722,9,4380,1552,171,563,1037,110,146.0,0.982,3467299.0,968,0.345821325648415,71
65,722,5664,1494,306,29,165,455,1070.0,122.0,62.0,863,792,9,4338,1551,185,595,947,115,164.0,0.982,1409391.0,994,0.3185160974015362,-141
102,874,5641,1578,326,28,166,621,1122.0,155.0,51.0,620,572,12,4413,1435,147,465,1187,108,144.0,0.983,2458451.0,1058,0.35116576173746405,254
72,714,5546,1459,274,40,134,475,984.0,135.0,50.0,899,823,6,4308,1590,196,568,999,125,172.0,0.98,1494875.0,1011,0.3212091014781598,-185
83,669,5459,1374,209,27,159,447,1056.0,137.0,53.0,678,613,16,4341,1332,135,587,1178,134,154.0,0.978,3089222.0,979,0.30833051134439554,-9
70,734,5641,1499,285,32,115,506,915.0,112.0,54.0,818,765,7,4342,1622,180,457,952,108,135.0,0.982,1165976.0,1067,0.3261753700992354,-84
114,965,5643,1625,290,31,207,653,1025.0,153.0,63.0,656,618,22,4369,1357,156,466,1080,98,146.0,0.9840000000000001,2955193.0,1097,0.36181702668360866,309
88,706,5510,1425,289,24,136,572,1049.0,62.0,46.0,645,611,9,4374,1381,152,532,1129,101,151.0,0.9840000000000001,2287948.0,976,0.32834593883590923,61
74,804,5490,1413,295,13,149,633,1122.0,131.0,47.0,866,770,12,4302,1555,179,529,922,141,155.0,0.977,1232343.0,956,0.3341499265066144,-62
75,713,5617,1482,286,36,126,508,1080.0,97.0,45.0,808,754,21,4389,1476,188,544,1176,110,131.0,0.982,1715722.0,1034,0.3248979591836735,-95
69,650,5493,1395,271,35,107,393,1060.0,159.0,51.0,718,630,7,4347,1433,147,530,1112,140,161.0,0.977,1560950.0,982,0.3037716615698267,-68
98,749,5490,1390,292,30,167,604,1072.0,79.0,37.0,635,587,14,4363,1384,139,501,1217,104,155.0,0.983,2555874.0,901,0.32720708893994094,114
76,859,5628,1553,321,28,234,558,1081.0,115.0,39.0,855,783,17,4272,1530,196,528,1156,125,139.0,0.9790000000000001,2651511.0,970,0.3412544455221468,4
89,845,5628,1540,292,26,161,678,1040.0,102.0,51.0,739,688,6,4431,1457,171,562,1089,101,157.0,0.9840000000000001,1925364.0,1061,0.35172851252775134,106
83,810,5593,1444,292,30,223,676,1179.0,133.0,41.0,782,705,6,4409,1513,151,558,972,142,160.0,0.978,3195691.0,899,0.33817195724996013,28
88,940,5672,1637,314,32,201,595,1045.0,82.0,47.0,871,795,10,4293,1624,164,519,994,122,140.0,0.98,2927399.0,1090,0.35615126854954526,69
88,816,5580,1482,316,19,221,564,1132.0,184.0,81.0,768,698,10,4395,1443,169,587,1154,125,131.0,0.9790000000000001,2454303.0,926,0.3330078125,48
103,840,5569,1481,309,23,197,608,962.0,148.0,66.0,661,593,9,4413,1398,142,507,1197,111,122.0,0.982,3284897.0,952,0.33819005989962764,179
78,851,5637,1572,299,21,203,615,890.0,107.0,46.0,815,761,17,4305,1468,198,647,982,89,192.0,0.986,3433150.0,1049,0.3498080614203455,36
94,836,5579,1551,334,42,176,597,928.0,67.0,39.0,718,638,6,4309,1396,160,469,1131,127,131.0,0.9790000000000001,2446162.0,999,0.3477979274611399,118
75,777,5644,1563,298,37,162,499,810.0,110.0,50.0,870,786,6,4314,1608,210,596,968,136,148.0,0.977,1338851.0,1066,0.3356666124043627,-93
67,747,5482,1411,255,35,189,571,1170.0,60.0,44.0,920,837,11,4291,1619,221,529,980,139,135.0,0.977,2813854.0,932,0.32744093837766397,-173
96,865,5649,1536,312,37,209,569,1125.0,164.0,54.0,711,648,6,4384,1309,190,636,1081,105,137.0,0.983,2061222.0,978,0.3385332904470891,154
97,1009,5634,1629,309,32,209,743,1099.0,147.0,50.0,860,789,3,4350,1503,197,634,1120,106,153.0,0.983,3468456.0,1079,0.3719617374941195,149
69,747,5481,1433,289,34,212,458,1049.0,108.0,70.0,882,817,4,4261,1528,209,583,976,106,155.0,0.982,2026441.0,898,0.3184037716787338,-135
97,823,5485,1463,293,23,168,728,1138.0,166.0,75.0,675,622,12,4375,1485,128,478,1204,106,168.0,0.983,2706017.0,979,0.35264767423145016,148
64,856,5624,1584,294,52,151,535,932.0,127.0,39.0,921,844,11,4261,1607,202,643,831,125,189.0,0.98,1506068.0,1087,0.3440493586621205,-65
77,793,5567,1480,253,23,187,594,1030.0,167.0,68.0,787,718,8,4357,1438,192,594,1077,137,134.0,0.978,3095346.0,1017,0.33663366336633666,6
63,686,5495,1450,285,30,105,500,978.0,118.0,60.0,845,794,12,4269,1591,208,487,927,92,144.0,0.985,1202829.0,1030,0.32527105921601335,-159
98,900,5568,1568,302,36,193,718,978.0,104.0,57.0,731,660,6,4318,1402,158,581,1111,111,130.0,0.982,3292736.0,1037,0.3636652879414572,169
97,853,5572,1553,297,14,181,717,994.0,150.0,61.0,711,691,5,4369,1372,167,617,1172,68,147.0,0.9890000000000001,2725668.0,1061,0.3609476864366354,142
87,893,5519,1430,287,20,235,770,1129.0,70.0,37.0,846,749,6,4314,1537,160,569,967,122,162.0,0.98,1434610.0,888,0.34981714103991096,47
77,841,5598,1539,302,44,161,631,1081.0,125.0,35.0,846,788,11,4314,1494,212,627,1030,100,143.0,0.983,1825337.0,1032,0.34837052496387866,-5
78,775,5468,1417,282,40,171,573,1197.0,112.0,44.0,782,689,8,4297,1444,160,633,1083,147,174.0,0.976,1638023.0,924,0.32941565965899683,-7
74,710,5394,1360,256,22,153,631,1169.0,174.0,67.0,781,705,5,4260,1454,193,529,1078,129,151.0,0.9790000000000001,2523538.0,929,0.3304564315352697,-71
79,859,5572,1499,263,21,244,610,1095.0,130.0,45.0,905,834,7,4300,1613,191,684,980,113,180.0,0.981,2916346.0,971,0.3411517308314461,-46
86,872,5563,1507,307,18,188,696,1028.0,109.0,56.0,831,762,6,4368,1486,194,655,1076,105,150.0,0.983,2078399.0,994,0.3519731586515418,41
75,809,5570,1461,274,27,194,613,1202.0,134.0,48.0,838,761,5,4335,1519,161,667,1025,132,161.0,0.978,3225334.0,966,0.3354358725537765,-29
95,945,5651,1653,304,29,230,611,937.0,111.0,54.0,859,809,6,4306,1626,186,509,979,119,167.0,0.981,2771469.0,1090,0.3615458320025551,86
84,883,5642,1580,337,14,212,578,1077.0,119.0,48.0,862,786,14,4315,1582,191,575,1009,106,164.0,0.983,2163464.0,1017,0.3469453376205788,21
95,810,5489,1490,274,26,179,595,1010.0,148.0,56.0,714,648,13,4321,1428,165,484,1093,129,138.0,0.9790000000000001,3234304.0,1011,0.3427021696252465,96
74,794,5549,1508,310,22,184,558,900.0,126.0,65.0,913,855,14,4300,1547,202,665,1017,116,151.0,0.981,3297031.0,992,0.3383003111183887,-119
85,792,5630,1503,316,32,167,611,1019.0,43.0,30.0,745,683,7,4358,1433,173,498,1121,109,120.0,0.982,2585895.0,988,0.3387277679858997,47
95,978,5646,1615,325,33,216,591,960.0,119.0,42.0,839,751,5,4351,1509,195,614,1037,133,190.0,0.978,1947799.0,1041,0.3536956870290204,139
65,764,5577,1426,272,23,183,632,1120.0,93.0,37.0,904,849,10,4364,1505,231,658,1143,100,139.0,0.983,2789511.0,948,0.3314543404735062,-140
85,825,5635,1545,302,36,200,559,995.0,100.0,38.0,765,700,8,4369,1446,190,659,1015,111,156.0,0.982,2577371.0,1007,0.33968356474007105,60
90,950,5683,1639,310,30,221,685,1057.0,113.0,34.0,816,775,6,4327,1511,173,666,1213,72,147.0,0.988,3456278.0,1078,0.3649497487437186,134
79,823,5644,1553,307,41,177,562,982.0,83.0,38.0,827,755,6,4330,1583,177,496,978,105,171.0,0.983,2438617.0,1028,0.3407992265549468,-4
72,938,5570,1547,289,36,249,673,1129.0,114.0,52.0,944,865,8,4313,1596,234,598,1064,133,149.0,0.978,3056139.0,973,0.35559827006246997,-6
77,879,5709,1644,281,27,150,511,840.0,121.0,35.0,930,876,10,4318,1585,239,693,927,102,185.0,0.983,1564847.0,1186,0.34646302250803857,-51
86,798,5481,1408,265,28,211,668,1083.0,95.0,42.0,729,659,9,4335,1379,176,600,1154,135,151.0,0.978,2880242.0,904,0.3376158724995934,69
69,748,5615,1516,325,49,116,556,1021.0,90.0,45.0,880,819,6,4298,1634,212,516,1042,102,155.0,0.983,1000760.0,1026,0.3357640576891914,-132
87,871,5556,1541,294,25,205,631,1007.0,99.0,48.0,814,753,9,4273,1458,177,577,1040,109,132.0,0.981,3055435.0,1017,0.3510586714077905,57
94,807,5486,1445,281,20,198,675,1037.0,66.0,46.0,738,670,8,4350,1398,164,574,1164,118,121.0,0.98,2820530.0,946,0.3440999837688687,69
91,947,5560,1501,281,23,239,750,1159.0,40.0,15.0,813,730,7,4306,1535,158,615,963,134,164.0,0.978,1603744.0,958,0.3567353407290016,134
65,708,5511,1386,304,40,144,611,1117.0,102.0,30.0,830,763,8,4316,1458,201,640,1123,100,136.0,0.983,1612769.0,898,0.3262005880431232,-122
69,793,5643,1506,320,31,168,564,1032.0,86.0,40.0,888,795,5,4347,1554,163,711,1070,132,169.0,0.9790000000000001,1748908.0,987,0.33349444175930404,-95
76,752,5560,1413,279,37,157,602,1177.0,131.0,53.0,815,733,5,4378,1443,191,649,1071,141,155.0,0.977,2352443.0,940,0.3270042194092827,-63
91,907,5497,1481,300,26,198,775,1073.0,122.0,56.0,780,720,4,4325,1442,167,634,998,99,176.0,0.9840000000000001,2914624.0,957,0.3596938775510204,127
97,925,5519,1535,304,44,226,709,1032.0,79.0,39.0,747,675,9,4333,1452,151,623,1076,93,173.0,0.985,3318800.0,961,0.3603082851637765,178
95,887,5478,1481,259,25,235,675,1253.0,87.0,51.0,771,698,10,4301,1403,196,606,1100,111,148.0,0.981,3336493.0,962,0.3503981797497156,116
71,848,5648,1601,330,35,173,580,922.0,69.0,47.0,974,876,3,4287,1683,202,661,918,135,162.0,0.978,2588401.0,1063,0.35019267822736033,-126
83,861,5677,1562,328,21,244,526,1026.0,89.0,34.0,908,821,15,4312,1615,195,560,978,100,176.0,0.9840000000000001,1705712.0,969,0.3366113171046268,-47
88,729,5498,1432,263,24,174,493,1039.0,85.0,46.0,643,578,5,4342,1363,153,499,1133,103,133.0,0.983,2823530.0,971,0.3213153062927725,86
63,687,5472,1359,262,24,136,514,989.0,133.0,53.0,829,744,10,4297,1504,194,528,938,125,137.0,0.9790000000000001,3094841.0,937,0.31289675910457737,-142
82,772,5605,1493,316,29,198,520,1131.0,46.0,35.0,745,667,3,4344,1412,146,544,1259,113,129.0,0.981,2625333.0,950,0.3286530612244898,27
83,798,5464,1463,300,29,214,520,998.0,123.0,59.0,795,725,8,4300,1465,181,500,921,118,149.0,0.981,1766172.0,920,0.33138368983957217,3
88,777,5406,1409,268,32,194,577,1077.0,67.0,36.0,701,643,8,4311,1357,164,550,1344,109,113.0,0.982,2779465.0,915,0.33194049807788734,76
66,735,5583,1464,304,22,176,468,1172.0,103.0,54.0,850,765,2,4328,1572,198,515,943,138,136.0,0.978,1879757.0,962,0.31928606841844326,-115
91,897,5600,1559,294,37,212,577,1076.0,79.0,41.0,821,746,3,4340,1512,148,573,1218,107,137.0,0.982,3175523.0,1016,0.3457989315201554,76
66,724,5537,1439,291,60,139,466,972.0,133.0,61.0,876,795,16,4288,1624,180,553,859,131,164.0,0.9790000000000001,1921305.0,949,0.3173413293353323,-152
93,847,5528,1500,313,29,208,581,1119.0,64.0,49.0,769,707,7,4364,1453,221,486,1228,110,138.0,0.982,2904277.0,950,0.3406449500736618,78
65,729,5643,1503,277,37,152,406,898.0,100.0,42.0,858,779,5,4320,1537,209,576,911,117,204.0,0.981,1536371.0,1037,0.3155893536121673,-129
86,758,5493,1399,264,27,206,519,1062.0,89.0,42.0,744,685,3,4352,1387,184,524,1212,116,138.0,0.981,3017143.0,902,0.3190286094477711,14
85,771,5560,1514,328,38,164,495,1083.0,146.0,67.0,766,722,12,4324,1494,192,445,965,108,118.0,0.982,1782929.0,984,0.33179190751445087,5
95,804,5577,1488,289,20,203,519,1035.0,161.0,53.0,713,649,7,4354,1429,158,465,1266,109,132.0,0.982,3264907.0,976,0.32923228346456695,91
82,642,5459,1361,273,18,147,545,1062.0,66.0,48.0,713,654,6,4337,1418,186,438,1191,101,132.0,0.983,2658330.0,923,0.31745502998001335,-71
102,884,5573,1469,334,22,199,640,1021.0,68.0,29.0,645,583,13,4390,1384,153,440,1117,125,151.0,0.98,2133277.0,914,0.3394495412844037,239
86,746,5497,1431,295,29,164,551,1125.0,153.0,47.0,719,667,8,4336,1417,170,527,1086,91,145.0,0.985,1782054.0,943,0.32771164021164023,27
62,657,5398,1333,256,25,161,467,1106.0,93.0,73.0,858,794,8,4249,1493,167,549,908,133,168.0,0.978,2464870.0,891,0.3069053708439898,-201
79,789,5482,1379,273,26,161,678,1273.0,129.0,44.0,812,724,5,4322,1519,219,476,1088,145,127.0,0.976,2378128.0,919,0.3339285714285714,-23
116,927,5680,1637,310,38,169,614,989.0,174.0,42.0,627,576,8,4395,1293,160,465,1051,83,137.0,0.986,3507326.0,1120,0.35764219891960597,300
90,799,5612,1493,304,40,235,625,1090.0,57.0,42.0,748,680,3,4390,1437,145,579,1080,118,170.0,0.981,3311958.0,914,0.3395863395863396,51
93,814,5450,1469,274,32,199,529,1089.0,91.0,35.0,684,627,8,4306,1389,196,526,1083,110,156.0,0.982,3109578.0,964,0.33416959357752135,130
73,890,5685,1566,326,23,246,548,1093.0,97.0,32.0,968,913,4,4315,1670,222,596,951,114,167.0,0.981,2831021.0,971,0.3391625220600032,-78
80,767,5663,1489,287,36,195,470,1094.0,156.0,55.0,753,696,7,4388,1553,165,490,1041,97,184.0,0.985,1915438.0,971,0.3194195336703082,14
101,708,5495,1428,280,25,164,558,1028.0,76.0,39.0,565,511,3,4402,1302,123,554,1058,114,170.0,0.982,2603484.0,959,0.3281017677184867,143
67,667,5491,1353,311,27,165,452,993.0,110.0,48.0,773,719,8,4352,1491,208,549,967,91,173.0,0.985,2682439.0,850,0.30371866060911995,-106
93,859,5640,1560,348,33,177,545,944.0,80.0,28.0,665,603,5,4338,1339,146,430,1157,104,140.0,0.983,2650862.0,1002,0.3403395311236863,194
81,856,5502,1475,289,29,217,555,952.0,75.0,31.0,798,716,7,4269,1422,190,528,945,97,157.0,0.9840000000000001,1676911.0,940,0.33514941390127123,58
67,706,5496,1351,259,29,200,585,1269.0,63.0,21.0,759,687,11,4324,1373,167,606,1333,114,144.0,0.981,2693096.0,863,0.3183686893603026,-53
78,709,5470,1386,297,21,169,583,1188.0,116.0,52.0,774,690,2,4361,1502,173,550,980,120,169.0,0.981,1855787.0,899,0.3252932430199901,-65
74,739,5423,1349,255,26,192,542,1000.0,52.0,37.0,837,777,9,4274,1508,142,603,1058,113,161.0,0.981,2616940.0,876,0.31701592623637886,-98
55,575,5406,1340,265,37,124,363,1035.0,65.0,44.0,864,773,11,4242,1593,163,463,794,142,148.0,0.977,1503623.0,914,0.2951984746056509,-289
84,749,5503,1441,291,32,167,589,1120.0,71.0,27.0,695,642,2,4335,1423,151,546,1219,83,149.0,0.986,2517357.0,951,0.33322390019697967,54
62,737,5535,1415,285,42,140,524,921.0,140.0,65.0,891,834,12,4323,1587,212,572,909,130,153.0,0.9790000000000001,1323036.0,948,0.3200198052483908,-154
